month,product_name,market_sales_value,market_sales_units,competitor_name,region,data_source
2025-01,GastroEase DSR ,500926.75,9418,Novartis,West,Local Market Audit
2025-01,GastroEase DSR ,603306.51,6575,AbbVie,Central,Distributor Panel
2025-01,GastroEase DSR,358308.94,7243,Sanofi,Gulf,Distributor Panel
2025-01,ALLERSAFE,1290180.52,15018,Pfizer,Gulf,Local Market Audit
2025-01,AllerSafe,870126.17,11252,Pfizer,South,Distributor Panel
2025-01,AllerSafe,952072.1,7438,Local Generic,Central,IQVIA
2025-01,AllerSafe,1722154.07,12621,Pfizer,East,IQVIA
2025-01,ALLERSAFE,1706662.53,18313,Local Generic,North,IQVIA
2025-01,AllerSafe Plus,1158310.24,12543,Novartis,East,Distributor Panel
2025-01,ALLERSAFE PLUS,610934.0,10778,AbbVie,South,Third Party Estimate
2025-01,AllerSafe Plus ,1269107.39,18580,Sanofi,Gulf,Distributor Panel
2025-01,AllerSafe Plus ,784791.94,11168,Sanofi,West,Local Market Audit
2025-01,Neuroton OD ,2265715.42,17137,AstraZeneca,Central,Distributor Panel
2025-01,Neuroton OD,532685.24,4508,Pfizer,West,Distributor Panel
2025-01,Neuroton OD ,1073664.89,9070,Pfizer,South,Third Party Estimate
2025-01,NEUROTON OD,1881488.35,14185,AstraZeneca,North,IQVIA
2025-02,CARDIOSTAT,588237.63,8218,Local Generic,West,Third Party Estimate
2025-02,Cardiostat ,1572790.78,12162,Local Generic,Gulf,Distributor Panel
2025-02,CARDIOSTAT,1621674.28,19438,Sanofi,East,IQVIA
2025-02,CARDIOSTAT,392196.07,4780,AstraZeneca,Central,Distributor Panel
2025-02,Cardiostat,644820.7,6619,Local Generic,South,Local Market Audit
2025-02,Cardiostat XR ,670558.82,9077,AstraZeneca,North,IQVIA
2025-02,CardiostatXR,1120270.72,13928,Pfizer,Central,IQVIA
2025-02,CardiostatXR,1004618.11,17671,AstraZeneca,East,IQVIA
2025-02,GLUCOFREE,1895326.97,16786,Local Generic,East,Third Party Estimate
2025-02,GLUCOFREE,762637.26,13867,Sanofi,South,Third Party Estimate
2025-02,GlucoFree ,431561.24,5051,Pfizer,Central,IQVIA
2025-02,GLUCOFREE,287410.99,5011,AbbVie,West,IQVIA
2025-02,GlucoFree ,909466.48,10923,Sanofi,Gulf,Third Party Estimate
2025-02,GlucoFree ,1250029.38,14400,Local Generic,North,Third Party Estimate
2025-02,GlucoFree XR,2165385.37,15810,Local Generic,South,Local Market Audit
2025-02,GlucoFreeXR,1349275.62,11640,Pfizer,Central,Third Party Estimate
2025-02,GlucoFree XR,514564.75,5181,AstraZeneca,Gulf,Local Market Audit
2025-02,GlucoFreeXR,808443.54,5810,Sanofi,West,Third Party Estimate
2025-02,Bronchion,627070.14,8475,Novartis,South,Local Market Audit
2025-02,Bronchion,1309616.3,28975,Pfizer,Gulf,IQVIA
2025-02,Bronchion ,1232423.0,16560,Sanofi,West,Third Party Estimate
2025-02,BronchionCold,2871569.88,22557,Pfizer,Gulf,Third Party Estimate
2025-02,Bronchion Cold,1193196.53,14452,Local Generic,Central,Third Party Estimate
2025-02,BRONCHION COLD,1218289.85,22810,Local Generic,South,IQVIA
2025-02,BronchionCold,2540052.33,21471,AstraZeneca,North,IQVIA
2025-02,Bronchion Cold,1444188.48,22822,AstraZeneca,West,Local Market Audit
2025-02,Bronchion Cold,3235392.15,24849,Local Generic,East,Local Market Audit
2025-02,Immunex ,3743766.79,28948,Pfizer,East,Distributor Panel
2025-02,Immunex,1537181.82,16765,Sanofi,South,Third Party Estimate
2025-02,Immunex,1315432.63,10385,AbbVie,Central,Distributor Panel
2025-02,Immunex Junior,811657.3,11716,Novartis,North,Distributor Panel
2025-02,ImmunexJunior,880789.18,17408,Novartis,Gulf,IQVIA
2025-02,ImmunexJunior,1680348.75,20481,Novartis,South,Third Party Estimate
2025-02,GastroEase ,888135.11,8822,AstraZeneca,East,Third Party Estimate
2025-02,GastroEase ,418044.34,5556,Pfizer,West,Third Party Estimate
2025-02,GastroEase,298391.72,4440,Sanofi,North,IQVIA
2025-02,GASTROEASE,959403.59,8975,Sanofi,Central,Third Party Estimate
2025-02,GASTROEASE,1047895.79,9942,Novartis,Gulf,Distributor Panel
2025-02,GastroEaseDSR,1204536.77,9857,Local Generic,South,Local Market Audit
2025-02,GastroEaseDSR,462808.91,3491,AstraZeneca,Central,Distributor Panel
2025-02,GASTROEASE DSR,2702848.81,19316,AstraZeneca,West,Distributor Panel
2025-02,GastroEase DSR,411771.21,4301,Sanofi,East,IQVIA
2025-02,AllerSafe,1077848.32,7928,Local Generic,Gulf,Distributor Panel
2025-02,AllerSafe ,1580053.42,13562,Sanofi,North,Local Market Audit
2025-02,AllerSafe ,1373351.62,17731,AstraZeneca,South,Distributor Panel
2025-02,AllerSafe,287538.76,4983,AstraZeneca,East,Third Party Estimate
2025-02,AllerSafe ,516546.42,4743,AstraZeneca,West,Third Party Estimate
2025-02,AllerSafe,858368.26,16285,AstraZeneca,Central,IQVIA
2025-02,AllerSafe Plus,964075.45,7894,Pfizer,Gulf,Third Party Estimate
2025-02,ALLERSAFE PLUS,1034431.18,11858,Local Generic,North,IQVIA
2025-02,AllerSafePlus,2064464.6,15577,Novartis,East,IQVIA
2025-02,ALLERSAFE PLUS,1365114.86,18497,Novartis,South,Third Party Estimate
2025-02,ALLERSAFE PLUS,788087.61,8583,Pfizer,West,Local Market Audit
2025-02,AllerSafePlus,1040484.86,18734,AstraZeneca,Central,Third Party Estimate
2025-02,NeurotonOD,624494.52,12202,AstraZeneca,Central,Local Market Audit
2025-02,Neuroton OD,987110.54,13891,Local Generic,South,Distributor Panel
2025-02,Neuroton OD ,1396661.14,15849,Local Generic,Gulf,IQVIA
2025-02,Neuroton OD ,1825238.11,21201,Sanofi,North,IQVIA
2025-03,Cardiostat,957605.77,10019,Pfizer,West,Third Party Estimate
2025-03,Cardiostat,893963.62,6951,Local Generic,East,Local Market Audit
2025-03,CARDIOSTAT,795188.99,15271,Novartis,North,Local Market Audit
2025-03,Cardiostat,940852.27,9006,Pfizer,Central,Third Party Estimate
2025-03,Cardiostat,1270992.23,12548,Sanofi,Gulf,Local Market Audit
2025-03,Cardiostat,796921.09,5856,Sanofi,South,Local Market Audit
2025-03,Cardiostat XR,1275622.84,14593,Pfizer,Central,IQVIA
2025-03,Cardiostat XR,578346.71,4464,Novartis,Gulf,IQVIA
2025-03,Cardiostat XR ,1268518.37,17226,Pfizer,West,IQVIA
2025-03,GlucoFree ,953797.19,17629,Novartis,Central,IQVIA
2025-03,GlucoFree,1355961.71,11249,Sanofi,North,IQVIA
2025-03,GlucoFree,1189232.88,11793,Pfizer,East,IQVIA
2025-03,GlucoFree XR ,1169460.63,14848,Local Generic,Central,Third Party Estimate
2025-03,GlucoFree XR,795286.43,6588,Novartis,South,Distributor Panel
2025-03,GlucoFreeXR,1853347.58,13610,Sanofi,Gulf,Local Market Audit
2025-03,BRONCHION,1124975.99,11945,Pfizer,West,Local Market Audit
2025-03,Bronchion,1373086.91,13990,AbbVie,East,Distributor Panel
2025-03,BRONCHION,908322.06,8581,Pfizer,Central,Distributor Panel
2025-03,Bronchion ,854288.71,7696,AstraZeneca,South,Distributor Panel
2025-03,Bronchion Cold,692005.31,5768,AbbVie,Central,Local Market Audit
2025-03,Bronchion Cold ,483110.24,4358,AstraZeneca,East,Local Market Audit
2025-03,BronchionCold,951024.38,8060,Local Generic,West,Third Party Estimate
2025-03,Bronchion Cold,900154.7,7290,Sanofi,South,IQVIA
2025-03,BRONCHION COLD,496196.47,5079,Sanofi,North,Third Party Estimate
2025-03,IMMUNEX,296957.03,4125,Sanofi,Gulf,Local Market Audit
2025-03,IMMUNEX,749913.29,10969,Pfizer,Central,Local Market Audit
2025-03,IMMUNEX,915806.58,16769,AbbVie,East,IQVIA
2025-03,IMMUNEX,831482.3,11239,Sanofi,North,Distributor Panel
2025-03,IMMUNEX JUNIOR,582441.31,4520,Novartis,Central,Local Market Audit
2025-03,Immunex Junior ,1006928.17,12500,Local Generic,Gulf,Local Market Audit
2025-03,ImmunexJunior,535428.13,5312,Novartis,West,Distributor Panel
2025-03,IMMUNEX JUNIOR,842996.68,6991,AstraZeneca,East,Third Party Estimate
2025-03,GastroEase,1146135.5,12282,AbbVie,Gulf,Third Party Estimate
2025-03,GastroEase ,537299.81,6673,Local Generic,North,Third Party Estimate
2025-03,GastroEase,922463.81,11102,Novartis,West,Local Market Audit
2025-03,GASTROEASE,496763.37,7385,Sanofi,East,Third Party Estimate
2025-03,GastroEaseDSR,1251372.96,14346,Novartis,Central,IQVIA
2025-03,GastroEase DSR ,920542.03,11962,AbbVie,South,Third Party Estimate
2025-03,GastroEaseDSR,966123.47,10471,AbbVie,East,IQVIA
2025-03,GastroEase DSR,489744.22,6973,Sanofi,Gulf,IQVIA
2025-03,GastroEase DSR,946804.1,10103,Sanofi,North,Local Market Audit
2025-03,GASTROEASE DSR,396350.19,5003,Sanofi,West,Local Market Audit
2025-03,AllerSafe,1735846.93,17970,Pfizer,East,Distributor Panel
2025-03,AllerSafe ,1170569.99,9804,AbbVie,Gulf,IQVIA
2025-03,ALLERSAFE,1759361.61,12659,AbbVie,Central,Local Market Audit
2025-03,ALLERSAFE,552818.28,8513,AstraZeneca,North,Third Party Estimate
2025-03,AllerSafe,1390593.8,17975,Sanofi,West,Local Market Audit
2025-03,AllerSafePlus,1166265.13,9111,Local Generic,Gulf,IQVIA
2025-03,AllerSafePlus,1716753.97,13816,Novartis,West,Third Party Estimate
2025-03,AllerSafePlus,996590.86,11961,Sanofi,South,IQVIA
2025-03,ALLERSAFE PLUS,1983618.72,14959,Sanofi,Central,Third Party Estimate
2025-03,AllerSafe Plus ,775286.72,9442,Novartis,East,Third Party Estimate
2025-03,AllerSafePlus,760614.26,5577,Pfizer,North,Local Market Audit
2025-03,Neuroton OD,527457.39,5155,Novartis,Gulf,Local Market Audit
2025-03,NEUROTON OD,490449.6,6006,Novartis,Central,Distributor Panel
2025-03,NeurotonOD,1349530.05,15302,AstraZeneca,South,IQVIA
2025-04,Cardiostat,441035.12,5204,AbbVie,East,Local Market Audit
2025-04,Cardiostat ,526570.54,7075,Novartis,West,Distributor Panel
2025-04,Cardiostat ,1419208.38,12549,Sanofi,Central,Local Market Audit
2025-04,Cardiostat ,430783.07,4932,AstraZeneca,North,Local Market Audit
2025-04,Cardiostat XR ,1508623.17,14179,Sanofi,Central,Distributor Panel
2025-04,CARDIOSTAT XR,1350946.07,11078,AbbVie,West,Local Market Audit
2025-04,Cardiostat XR ,927240.67,8087,AbbVie,Gulf,Local Market Audit
2025-04,Cardiostat XR,1334675.48,16200,Novartis,South,Local Market Audit
2025-04,Cardiostat XR,944804.46,9833,Local Generic,North,Local Market Audit
2025-04,GlucoFree ,1041869.69,13714,Novartis,West,Distributor Panel
2025-04,GlucoFree,675418.21,7597,Local Generic,Central,Third Party Estimate
2025-04,GLUCOFREE,824315.56,9939,AbbVie,North,IQVIA
2025-04,GLUCOFREE,439794.51,3914,Sanofi,South,Third Party Estimate
2025-04,GLUCOFREE,638279.97,12079,Local Generic,Gulf,Third Party Estimate
2025-04,GLUCOFREE,457003.08,6390,Novartis,East,IQVIA
2025-04,GlucoFree XR,863559.47,14156,Local Generic,South,Distributor Panel
2025-04,GlucoFree XR,404916.17,6541,Local Generic,East,Local Market Audit
2025-04,GlucoFree XR,1530578.18,12297,AbbVie,North,Distributor Panel
2025-04,Bronchion,537095.64,7938,Pfizer,North,Third Party Estimate
2025-04,BRONCHION,410626.04,5331,Local Generic,Central,IQVIA
2025-04,BRONCHION,488950.17,9025,Local Generic,Gulf,Local Market Audit
2025-04,Bronchion,259525.6,4699,Sanofi,West,Local Market Audit
2025-04,Bronchion ,1266542.8,13130,Pfizer,South,Local Market Audit
2025-04,Bronchion,503840.51,6654,AbbVie,East,Distributor Panel
2025-04,BronchionCold,812955.55,6640,Pfizer,West,IQVIA
2025-04,Bronchion Cold ,888267.16,7533,Pfizer,South,Local Market Audit
2025-04,Bronchion Cold ,982648.39,9635,Local Generic,Gulf,Local Market Audit
2025-04,Immunex ,458537.41,4559,AstraZeneca,South,Local Market Audit
2025-04,IMMUNEX,1795788.74,12929,Pfizer,East,IQVIA
2025-04,IMMUNEX,724226.67,8450,AstraZeneca,West,IQVIA
2025-04,IMMUNEX,413211.34,4473,Novartis,North,Third Party Estimate
2025-04,Immunex ,533896.54,7896,Local Generic,Gulf,Distributor Panel
2025-04,ImmunexJunior,2156117.72,20233,Pfizer,East,Local Market Audit
2025-04,IMMUNEX JUNIOR,1534043.41,19779,AstraZeneca,Gulf,IQVIA
2025-04,IMMUNEX JUNIOR,2157829.8,17813,AstraZeneca,North,Third Party Estimate
2025-04,Immunex Junior,1050644.19,12073,Pfizer,Central,Third Party Estimate
2025-04,GASTROEASE,403803.77,6566,Novartis,South,IQVIA
2025-04,GASTROEASE,904167.64,12122,Novartis,North,Third Party Estimate
2025-04,GastroEase ,539954.85,7317,Local Generic,Gulf,Local Market Audit
2025-04,GastroEase DSR ,583064.77,6847,Novartis,West,Third Party Estimate
2025-04,GastroEase DSR,413290.04,4828,Sanofi,North,Local Market Audit
2025-04,GastroEase DSR ,1001294.49,14419,Sanofi,East,Third Party Estimate
2025-04,GastroEase DSR,869608.88,8478,Sanofi,South,Local Market Audit
2025-04,GASTROEASE DSR,951300.75,15935,Pfizer,Gulf,IQVIA
2025-04,AllerSafe,1558418.93,14716,AbbVie,West,IQVIA
2025-04,ALLERSAFE,821950.7,8325,AbbVie,Gulf,Distributor Panel
2025-04,AllerSafe ,3094712.76,27239,Local Generic,Central,Distributor Panel
2025-04,AllerSafe ,1532001.64,18773,Local Generic,South,Local Market Audit
2025-04,AllerSafe,1504190.92,11349,Local Generic,East,IQVIA
2025-04,ALLERSAFE PLUS,861683.49,8431,Pfizer,East,IQVIA
2025-04,AllerSafe Plus ,2313201.36,20543,AbbVie,Central,IQVIA
2025-04,ALLERSAFE PLUS,2620828.77,20440,AbbVie,West,Distributor Panel
2025-04,AllerSafe Plus ,2809665.15,20519,AstraZeneca,Gulf,Distributor Panel
2025-04,Neuroton OD ,1246704.13,9349,Local Generic,Gulf,Distributor Panel
2025-04,Neuroton OD,601387.15,4907,Pfizer,North,IQVIA
2025-04,NeurotonOD,1730359.26,18239,Local Generic,Central,Third Party Estimate
2025-04,NEUROTON OD,388476.08,6195,Novartis,East,Third Party Estimate
2025-04,NEUROTON OD,397239.53,7161,Novartis,South,Local Market Audit
2025-04,NEUROTON OD,673220.76,5524,Sanofi,West,Third Party Estimate
2025-05,Cardiostat,440262.59,7745,Sanofi,Gulf,IQVIA
2025-05,Cardiostat,1154336.37,12672,Pfizer,Central,IQVIA
2025-05,Cardiostat,425067.5,9304,Pfizer,North,Local Market Audit
2025-05,Cardiostat,1141980.82,14153,AbbVie,East,Third Party Estimate
2025-05,Cardiostat,1362044.74,15875,Local Generic,West,Distributor Panel
2025-05,Cardiostat ,1398908.7,10409,AbbVie,South,IQVIA
2025-05,Cardiostat XR,2410815.1,18143,AstraZeneca,East,IQVIA
2025-05,CARDIOSTAT XR,1340504.57,12030,Sanofi,North,Third Party Estimate
2025-05,Cardiostat XR ,1966233.22,15405,Local Generic,Central,Local Market Audit
2025-05,CardiostatXR,658216.14,4841,Pfizer,South,Distributor Panel
2025-05,Cardiostat XR ,648967.84,5648,Novartis,Gulf,Third Party Estimate
2025-05,GlucoFree ,2227295.44,17003,Sanofi,Gulf,Local Market Audit
2025-05,GlucoFree,1331018.5,14099,Novartis,Central,Third Party Estimate
2025-05,GlucoFree ,1863089.79,15016,Novartis,North,Third Party Estimate
2025-05,GLUCOFREE,578662.52,6005,Novartis,South,Local Market Audit
2025-05,GlucoFree,2150668.24,19290,AbbVie,East,IQVIA
2025-05,GlucoFree ,591796.83,7785,Sanofi,West,Local Market Audit
2025-05,GlucoFreeXR,1254215.75,13672,Novartis,Gulf,IQVIA
2025-05,GlucoFree XR ,1855772.32,14116,Local Generic,West,Third Party Estimate
2025-05,GlucoFreeXR,1118417.32,16066,Pfizer,North,IQVIA
2025-05,GLUCOFREE XR,535761.61,5291,Local Generic,East,IQVIA
2025-05,GlucoFree XR ,1651469.57,13100,AstraZeneca,Central,IQVIA
2025-05,BRONCHION,1249185.13,10344,AstraZeneca,North,Local Market Audit
2025-05,Bronchion ,545966.73,5679,Sanofi,Central,Local Market Audit
2025-05,Bronchion ,2552605.83,20497,Local Generic,South,Third Party Estimate
2025-05,Bronchion,400409.04,6803,AstraZeneca,West,Distributor Panel
2025-05,Bronchion,1026215.6,9294,Local Generic,East,Third Party Estimate
2025-05,BRONCHION COLD,2064568.12,16697,Local Generic,West,Local Market Audit
2025-05,BRONCHION COLD,2274212.54,17138,AbbVie,East,Third Party Estimate
2025-05,BRONCHION COLD,1144201.56,10631,Pfizer,Gulf,Third Party Estimate
2025-05,BronchionCold,855392.84,9507,AbbVie,North,Third Party Estimate
2025-05,Immunex ,2017266.23,18075,Pfizer,Central,Local Market Audit
2025-05,Immunex,1036512.39,10351,Local Generic,East,Distributor Panel
2025-05,Immunex ,1238390.58,12405,Local Generic,Gulf,Third Party Estimate
2025-05,Immunex Junior,1373579.83,17297,Local Generic,South,Local Market Audit
2025-05,IMMUNEX JUNIOR,1029131.58,12026,Pfizer,Gulf,IQVIA
2025-05,Immunex Junior,726224.01,11701,Pfizer,Central,Distributor Panel
2025-05,Immunex Junior ,812640.03,13747,Novartis,East,IQVIA
2025-05,IMMUNEX JUNIOR,507835.1,5555,Local Generic,North,Third Party Estimate
2025-05,GastroEase,1237424.45,15488,Pfizer,West,IQVIA
2025-05,GASTROEASE,664887.0,6126,Pfizer,Gulf,Third Party Estimate
2025-05,GASTROEASE,500472.29,9271,AbbVie,East,Third Party Estimate
2025-05,GASTROEASE DSR,2209855.85,18332,AbbVie,East,IQVIA
2025-05,GastroEase DSR ,1047590.9,10917,Pfizer,Central,IQVIA
2025-05,GastroEase DSR,2488662.52,18200,Novartis,South,Local Market Audit
2025-05,GastroEase DSR,516514.94,4267,Pfizer,North,Local Market Audit
2025-05,GastroEaseDSR,746518.44,12377,Pfizer,West,IQVIA
2025-05,GASTROEASE DSR,493693.4,6207,AbbVie,Gulf,IQVIA
2025-05,AllerSafe,1792000.77,17952,AstraZeneca,East,Distributor Panel
2025-05,AllerSafe,1314993.68,20251,Local Generic,North,IQVIA
2025-05,ALLERSAFE,556699.31,9523,Novartis,Gulf,Local Market Audit
2025-05,AllerSafe ,1070109.48,18706,Pfizer,West,Distributor Panel
2025-05,ALLERSAFE PLUS,1668375.51,12421,AstraZeneca,West,Local Market Audit
2025-05,ALLERSAFE PLUS,545401.29,7726,Local Generic,South,Distributor Panel
2025-05,ALLERSAFE PLUS,2460195.08,20010,AbbVie,Gulf,Local Market Audit
2025-05,AllerSafe Plus,1326793.13,15393,AstraZeneca,Central,Local Market Audit
2025-05,AllerSafe Plus ,665371.99,6968,Pfizer,North,Distributor Panel
2025-05,Neuroton OD,490517.07,7382,Pfizer,East,Third Party Estimate
2025-05,Neuroton OD,412644.3,7506,Novartis,Gulf,Distributor Panel
2025-05,NeurotonOD,1420568.21,15523,Local Generic,Central,Distributor Panel
2025-06,Cardiostat ,1252052.98,16095,AbbVie,Central,Local Market Audit
2025-06,CARDIOSTAT,659709.82,7034,Local Generic,North,Local Market Audit
2025-06,Cardiostat,715150.27,6226,Local Generic,Gulf,Distributor Panel
2025-06,Cardiostat ,1914485.66,17495,Local Generic,West,Third Party Estimate
2025-06,Cardiostat ,552298.07,7024,AstraZeneca,South,Distributor Panel
2025-06,Cardiostat XR,667683.33,8937,Local Generic,West,IQVIA
2025-06,CARDIOSTAT XR,782969.31,5810,AstraZeneca,Central,IQVIA
2025-06,Cardiostat XR ,583722.88,5978,Pfizer,South,Third Party Estimate
2025-06,Cardiostat XR ,1775315.51,15515,AbbVie,Gulf,IQVIA
2025-06,Cardiostat XR,573787.94,9098,Local Generic,North,Third Party Estimate
2025-06,GLUCOFREE,945656.53,7343,Novartis,South,IQVIA
2025-06,GlucoFree,1074197.9,11452,AbbVie,Central,Third Party Estimate
2025-06,GlucoFree,1273609.55,9288,Local Generic,North,Local Market Audit
2025-06,GlucoFree,2156970.87,18309,Sanofi,East,Distributor Panel
2025-06,GlucoFree ,740553.6,11351,Novartis,Gulf,Distributor Panel
2025-06,GlucoFreeXR,498337.4,4816,Sanofi,West,Distributor Panel
2025-06,GLUCOFREE XR,635145.5,4902,AbbVie,Central,Distributor Panel
2025-06,GlucoFree XR,336701.88,3670,AstraZeneca,Gulf,Local Market Audit
2025-06,Bronchion ,849902.78,11574,Novartis,North,Distributor Panel
2025-06,Bronchion ,742194.16,6914,Novartis,West,Local Market Audit
2025-06,BRONCHION,495878.75,10886,Pfizer,Gulf,Local Market Audit
2025-06,Bronchion,617706.73,7489,Pfizer,Central,Local Market Audit
2025-06,Bronchion,1241750.95,13716,Pfizer,South,Third Party Estimate
2025-06,BRONCHION,1515068.96,12523,Sanofi,East,Third Party Estimate
2025-06,BRONCHION COLD,1164631.71,9878,Pfizer,South,Distributor Panel
2025-06,Bronchion Cold ,1513561.65,13155,AbbVie,North,Distributor Panel
2025-06,BRONCHION COLD,1031643.17,8796,AstraZeneca,Central,Local Market Audit
2025-06,Bronchion Cold,1127287.55,16409,Sanofi,West,Local Market Audit
2025-06,Bronchion Cold,1083073.7,16963,Local Generic,East,Local Market Audit
2025-06,BRONCHION COLD,858879.29,8490,Novartis,Gulf,IQVIA
2025-06,Immunex,661672.95,6389,Pfizer,West,Third Party Estimate
2025-06,IMMUNEX,1230346.01,11033,Novartis,North,Distributor Panel
2025-06,Immunex,1044065.61,11174,Sanofi,East,IQVIA
2025-06,Immunex ,1106153.14,8219,Novartis,Central,Distributor Panel
2025-06,ImmunexJunior,396441.09,5247,AbbVie,South,Distributor Panel
2025-06,Immunex Junior ,771800.26,12337,Sanofi,North,Distributor Panel
2025-06,IMMUNEX JUNIOR,867097.53,7988,Sanofi,Central,Distributor Panel
2025-06,GastroEase,418089.5,7846,Novartis,Gulf,IQVIA
2025-06,GASTROEASE,649068.02,4930,Novartis,Central,Third Party Estimate
2025-06,GastroEase,476871.04,4920,Sanofi,East,Third Party Estimate
2025-06,GastroEase,1720479.13,15162,Novartis,North,Local Market Audit
2025-06,GastroEase,780551.99,11314,Sanofi,South,Third Party Estimate
2025-06,GastroEase DSR,1520787.72,11225,Novartis,West,Distributor Panel
2025-06,GastroEase DSR,1328590.44,18321,Local Generic,North,Local Market Audit
2025-06,GastroEase DSR,1685390.91,18314,Novartis,Gulf,Third Party Estimate
2025-06,AllerSafe,830401.37,8360,AstraZeneca,Central,Third Party Estimate
2025-06,AllerSafe,1786722.08,18831,Novartis,West,Distributor Panel
2025-06,ALLERSAFE,1161267.96,20621,Pfizer,Gulf,Local Market Audit
2025-06,AllerSafe,627180.7,10617,Novartis,East,Distributor Panel
2025-06,ALLERSAFE,2845182.51,20602,AstraZeneca,South,IQVIA
2025-06,AllerSafe,637355.95,6064,Sanofi,North,IQVIA
2025-06,AllerSafe Plus,1628203.24,15586,Sanofi,Gulf,Local Market Audit
2025-06,AllerSafe Plus,1640767.62,26554,AstraZeneca,South,IQVIA
2025-06,AllerSafePlus,2002615.92,24636,Local Generic,West,Local Market Audit
2025-06,ALLERSAFE PLUS,1853583.56,24452,AstraZeneca,East,Third Party Estimate
2025-06,AllerSafe Plus ,1054828.24,9226,Sanofi,Central,Local Market Audit
2025-06,NEUROTON OD,1002101.83,7444,Local Generic,North,Distributor Panel
2025-06,Neuroton OD ,537439.3,4163,Local Generic,West,Local Market Audit
2025-06,Neuroton OD ,395386.81,4624,Local Generic,South,Third Party Estimate
2025-06,Neuroton OD,361315.64,6225,AstraZeneca,Central,IQVIA
2025-06,Neuroton OD,556252.79,10031,Local Generic,Gulf,IQVIA
2025-06,NEUROTON OD,305790.55,5776,Local Generic,East,IQVIA
2025-07,Cardiostat ,1266686.25,19724,AstraZeneca,North,Third Party Estimate
2025-07,CARDIOSTAT,1204910.84,15747,Novartis,Central,IQVIA
2025-07,Cardiostat,1474494.24,14095,Pfizer,East,IQVIA
2025-07,Cardiostat XR,1213153.61,14365,Novartis,Central,IQVIA
2025-07,CardiostatXR,454836.92,7709,Novartis,East,Third Party Estimate
2025-07,Cardiostat XR,2177918.96,17683,AbbVie,North,Local Market Audit
2025-07,GlucoFree,662644.6,8639,Pfizer,South,IQVIA
2025-07,GlucoFree,1076039.37,12553,AstraZeneca,North,Local Market Audit
2025-07,GlucoFree,1962365.13,15113,AstraZeneca,East,Distributor Panel
2025-07,GlucoFree XR,1065401.61,9464,Pfizer,North,Local Market Audit
2025-07,GlucoFree XR ,1363219.17,18074,AbbVie,East,Third Party Estimate
2025-07,GlucoFreeXR,1513710.05,15153,Novartis,West,IQVIA
2025-07,GlucoFree XR ,693339.55,11133,Sanofi,Central,Distributor Panel
2025-07,GlucoFree XR ,1338926.25,12076,AstraZeneca,South,Distributor Panel
2025-07,BRONCHION,1273972.0,13311,AbbVie,Gulf,IQVIA
2025-07,BRONCHION,1413730.31,14872,Local Generic,South,IQVIA
2025-07,Bronchion,493205.42,7669,Sanofi,West,Third Party Estimate
2025-07,Bronchion,367486.57,7254,Sanofi,Central,Local Market Audit
2025-07,Bronchion Cold,1891266.0,16309,Local Generic,West,Local Market Audit
2025-07,Bronchion Cold ,1252342.46,11269,Sanofi,South,IQVIA
2025-07,Bronchion Cold ,1377672.22,13742,AstraZeneca,Gulf,Local Market Audit
2025-07,BRONCHION COLD,236606.52,4050,Pfizer,North,IQVIA
2025-07,BRONCHION COLD,1285587.73,15202,AbbVie,East,Local Market Audit
2025-07,Immunex,392012.99,7732,AstraZeneca,West,Local Market Audit
2025-07,Immunex ,917080.7,11095,Local Generic,Gulf,Third Party Estimate
2025-07,Immunex,999141.46,14373,Local Generic,East,Local Market Audit
2025-07,Immunex,911216.73,12866,AstraZeneca,South,Third Party Estimate
2025-07,Immunex,557684.75,6716,Novartis,North,Third Party Estimate
2025-07,Immunex Junior ,1270488.12,11873,AbbVie,Gulf,Local Market Audit
2025-07,IMMUNEX JUNIOR,589311.12,5537,Sanofi,Central,IQVIA
2025-07,ImmunexJunior,512436.06,5009,Pfizer,North,Local Market Audit
2025-07,IMMUNEX JUNIOR,430992.51,7820,AstraZeneca,East,IQVIA
2025-07,GastroEase,1032545.79,7494,AstraZeneca,South,Third Party Estimate
2025-07,GastroEase,221613.48,4115,Pfizer,Central,Distributor Panel
2025-07,GASTROEASE,1282099.37,15480,Sanofi,Gulf,Third Party Estimate
2025-07,GastroEase,887296.75,15484,Sanofi,East,Third Party Estimate
2025-07,GASTROEASE,1536152.11,16570,Pfizer,North,Third Party Estimate
2025-07,GASTROEASE DSR,330447.25,6135,Novartis,Central,Local Market Audit
2025-07,GastroEaseDSR,2547767.32,18280,AbbVie,North,Local Market Audit
2025-07,GastroEase DSR ,947760.87,9093,Pfizer,East,Third Party Estimate
2025-07,GastroEase DSR,752627.44,7308,Novartis,Gulf,Third Party Estimate
2025-07,GastroEaseDSR,370674.6,6331,AstraZeneca,West,IQVIA
2025-07,GastroEaseDSR,803985.62,10748,Novartis,South,IQVIA
2025-07,AllerSafe ,676341.75,7619,Sanofi,Central,Third Party Estimate
2025-07,AllerSafe ,2309009.93,17195,Pfizer,East,Distributor Panel
2025-07,ALLERSAFE,1088560.35,8611,AbbVie,Gulf,Distributor Panel
2025-07,AllerSafe,1923579.54,14202,Pfizer,North,Third Party Estimate
2025-07,AllerSafe,1589148.64,12381,AstraZeneca,West,IQVIA
2025-07,AllerSafe Plus ,1286568.19,15942,Pfizer,Gulf,Local Market Audit
